PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,sample_id,site,centroid_size
-1.9398200831414105,-0.26118414674282364,2.269779821456,0.00818125493343011,0.05147968814757777,0.5761752789445601,-0.5887423025379608,2.4148152104032006,-0.790694513399411,-0.5884994751678424,-0.514583496527859,0.4119969395476774,1.3519171285671696,-0.74881460592232,-0.5087094121823306,-0.5212922376562312,-0.05747723053478995,-0.7525232985016901,0.08444625684148795,-0.32756737423064153,0.0616210103331479,-0.3952688345873116,0.31825918585055357,-0.06511072265026704,0.2291416201947951,0.2116159060678083,-0.026064023170600456,-0.12989698214939263,-0.03914442880362315,-0.06822419800206504,0.017160565010714404,0.009781138041522641,0.008323695687232641,-0.0020664748828542676,0.004290357798526193,2.1830852101786813e-4,Sde-CMat_107 ,Matnog,4712.77900699045
-3.358216052670425,1.6120765611106103,-1.2354255433853596,-0.024867436350532526,0.13291378505527898,2.0523788611050047,0.008253435877466204,-0.9385548841011129,1.4969573015277902,1.6854096901613764,1.3244976977323364,-0.1900251046577506,0.772576867608871,0.9368778494676426,-2.3974955760641037,1.4923074938433458,-0.11470735367352491,1.3273838412637506,-0.26740509296138787,0.45889368883647547,-0.4245780870722467,0.08476623451923943,-0.2947435135955931,-0.12167162644538504,-0.10788559291179595,0.05019079498915502,0.0032572179312285237,-0.005514468009080015,-0.1200799009311434,-0.029825557768294188,0.022484580612616135,0.01009696935091501,0.013069713692986621,-0.009205381938488582,-0.00396965006907628,-0.0026764464089310547,Sde-AMat_083 ,Matnog,3439.8330447786766
-1.317077439811205,1.526911455731418,-0.06530103746243807,-0.8595865462201324,0.549434544562063,0.05149560396631912,-0.7716281018146721,0.26913507589501307,-0.23175399799743254,0.13568261075882354,-0.5562255643322691,0.915946564681906,0.15241535388663505,0.5113837137197997,0.6697683463093419,-0.04736284230931165,0.8811239621952104,-0.4709071378614809,-0.15102171335535486,0.45472308479014434,-0.07481937346941878,0.21905442672082892,0.2607373663499734,-0.17851482645066746,0.22842100971912216,-0.08341814957333635,-0.09904133770329489,-0.04248811427047826,0.05832652805342537,-0.0201636678836739,-0.04549632527227992,0.054329916054857944,-0.018959288177862965,0.006939805075243901,0.009013978124303157,3.1718893466416154e-4,Sde-CMat_118 ,Matnog,4171.919525541317
-1.4337288452824832,3.188632509141147,-1.9707522532242396,0.7495145529422564,-0.5374619568114771,0.6023519405010258,1.3512275160291622,0.22271989427984795,-1.5730628471253758,0.4668812775665484,-1.4252156266724787,1.1994282049179026,-1.3482048987580064,-0.6727201778360482,0.13885974593169204,-0.4858423301877871,-0.13181440797371125,0.5897519412690377,-0.2135940211419106,0.9239168121498839,0.17331618864296056,-0.19034792063035022,0.10592143040436311,0.005889066221057171,0.10037393886386284,-0.04138259535633321,-0.02913945845962046,-0.07538678157730766,0.01822255390085456,0.029736059805504214,0.04404726348060964,-0.006391713308726871,-0.015854139278885696,-0.017693741686779757,2.163707414588878e-4,-0.0053911635968301175,Sde-AMat_093 ,Matnog,3412.8267818887043
3.5320513795035247,3.2378751075590118,-2.4848757406028144,1.2462052932480616,0.32944776834769607,1.1936842467995137,0.3441597153386875,1.5259105463773677,-1.5648917174118133,-0.9181535556731207,-1.0379710258810806,1.6227717459422,0.2963880534718643,-1.160079060322258,1.5510919720815304,-0.37300074440731823,0.9822348523319103,-0.9199892487387348,0.37787053216918653,-0.25825770933737957,-0.38067030812479,0.22830614458945955,0.24970652007731256,0.07988827678881287,0.12410097363649268,-0.07076810650229491,0.024408352602555597,-0.10890609908416458,-0.12074175570803491,0.004423337151778967,-5.621861170492198e-4,-0.020559431822676055,0.004980682108512855,0.0012052177339137897,-0.004765806686570346,3.6074647779596805e-4,Sde-CMat_128 ,Matnog,4019.906578530128
0.31281921680357816,2.6383438228840053,-1.4232025629581901,-0.5699174482630825,-0.44140951882364143,0.5319573284424859,-0.5978633399316614,-0.04072669449346655,-1.7501099713990012,1.2932850698949427,-0.5681865639975472,1.6058758925961079,0.2534293268953237,-1.1123076437398636,-1.2852904575854411,-0.12358041276286973,-0.5888534523443533,-0.2500192445929489,0.45789834625680587,-0.5104560437267409,-0.3947073653943071,0.33786661197450796,-0.47146279602015795,-0.06731808748622334,0.07404279580506556,0.22768853689953097,-0.0490025921740644,-0.06043131981813554,-0.13193291801659845,-0.11434448851802131,0.007773026402498821,-0.00498348392531605,-0.042354977067161466,0.012565658855102076,-0.0104368138063217,-8.104538221357926e-4,Sde-AMat_091 ,Matnog,3706.9264401144324
-3.0324119259865308,0.2694496593971752,-0.49935461445887763,0.3787599832488732,0.5416005324459253,-0.10277984914685888,-0.30796509437114883,0.7522386838099494,-1.0998502198676867,0.2495133459737739,-0.8163995265255833,1.4189444610797224,0.5590159626023209,-0.05948574366926107,0.4325887151810542,-0.2642644830360106,-0.06885591482639128,-0.34883790194342496,-0.3605840057097211,-0.2535777341317773,0.23556569976666886,0.15013340827941338,-0.03493176636264653,-0.21775940584309783,0.04013982049795315,-0.18080132948031225,-0.05137021935200249,-0.1644665923698071,-0.012024457527151207,0.04079659317598502,0.0043625649278720945,0.013112105761913226,-0.0036509662624527248,4.87434506271138e-4,0.008861474677728564,7.922694924407669e-4,Sde-CMat_132 ,Matnog,4094.939492581559
0.452938013737076,1.576579374859099,-1.1742586815452554,0.2608581073818289,-2.4312579524700655,-0.07601165635667552,1.014432714011316,1.2427047617437037,-2.371000432236948,0.21774928614537792,0.08334618189185536,0.4620601804213883,-0.6431482640128711,0.46275395957100923,1.2803322058540114,0.27298538366045444,-0.11720795826735686,-0.09360154707602107,0.24129036200742482,-0.3654328744626222,-0.7777020570593519,0.30606361785795505,0.3002244313191638,0.3833709352325376,0.12943567768119701,0.1995490567393256,-0.06012988640322634,-0.12161258349191272,0.061252436229953376,-0.042899271553263854,0.04215526440205087,-0.011578665995468848,-0.03698578286342277,-0.01817608071301434,-0.0017622772477741636,-0.0027478675821738727,Sde-AMat_094 ,Matnog,3749.0527685951533
2.6578007338639384,-0.8192549698298447,-1.9824198637265678,-0.42579804646139274,0.00307480289749721,-0.09369665338418788,-0.24118540669018645,0.5982341959652964,0.2510109776301613,-0.9200241829309175,1.0255586918921074,1.235855320614294,-0.7599398771934415,-1.0984644896707982,0.03923091155236749,0.8941162407307105,-0.8930961289481669,0.856428104620758,-0.2463779169063208,0.37333356929500405,0.270695920416367,0.6654698581687248,0.7658078935270038,0.028826120105771423,-0.06812450147104604,-0.001294970817078309,-0.1434780414949494,-0.013862756966716433,0.16124238779235112,0.022082914593179966,-0.0019602138209460825,-0.05653456415891124,0.034518172377198245,-0.0012063355899775505,-0.015439489350819912,-0.0017362885799536432,Sde-CMat_123 ,Matnog,4198.41807395256
-3.4953693310352634,-3.248095992821992,3.860293899603293,14.519253893266317,-0.4406287013651975,-2.650041552174009,1.560577451241982,1.6723933452253041,-2.1603667919499445,-2.676968653792769,1.6988566432147745,-1.8409335774940692,-3.057549468514313,-1.722921179679662,-0.23374004462046233,0.1911151559091007,-0.5910633358783606,0.19681811288418183,1.4555579593926413,0.1374586599614207,-0.44521265643539876,-0.25006362781803093,-0.03436372368662019,-0.03202083437495237,-0.9750489038459107,-0.16069851915732908,0.16897188674640087,-0.09512614550057447,0.04278133941758344,-0.1027851576518497,-0.14307911712221238,0.05928384330052913,-0.009086216220850249,-0.012119277080890327,-0.007062710819744897,7.873530020447994e-4,Sde-AMat_088 ,Matnog,3557.6854043724957
