index	frame_id	xray_file_base_name	photo_file_name	specimen_position_in_frame	field_id	individual_id	xray_preprocessor_name	xray_preprocessed	xray_cropped_individual	photo_processor_name	is_photo_rearranged_relative_to_xray	photo_cropped-scaled	landmarks_registering_photo_to_xray	photo_warped	xray_postprocessor_name	xray_accentuated-edges	xray_accentuated-skeleton	xray_overalayed_accentuated-edges-skeleton	xray_overlayed_on_warped_photo	notes_file_processing
145	37	sde_xray_037	20241211_170120.jpg	1	Sde-C-0188-E	Sde-CMat_184	Chris Bird	sde_xray_037_bckgrnd-despeck-inv-scaled.tif												
146	37	sde_xray_037	20241211_170120.jpg	2	NA	Sde-AMat_008	Chris Bird	sde_xray_037_bckgrnd-despeck-inv-scaled.tif												
147	37	sde_xray_037	20241211_170120.jpg	3	Sde-C-0196-E	Sde-CMat_192	Chris Bird	sde_xray_037_bckgrnd-despeck-inv-scaled.tif												
148	37	sde_xray_037	20241211_170120.jpg	4	NA	Sde-AMat_010	Chris Bird	sde_xray_037_bckgrnd-despeck-inv-scaled.tif												
149	38	sde_xray_038	20241211_170547.jpg	1	Sde-C-0169-E	Sde-CMat_165	Chris Bird	sde_xray_038_bckgrnd-despeck-inv-scaled.tif												
150	38	sde_xray_038	20241211_170547.jpg	2	NA	Sde-AMat_001	Chris Bird	sde_xray_038_bckgrnd-despeck-inv-scaled.tif												
151	38	sde_xray_038	20241211_170547.jpg	3	Sde-C-0199-E	Sde-CMat_195	Chris Bird	sde_xray_038_bckgrnd-despeck-inv-scaled.tif												
152	38	sde_xray_038	20241211_170547.jpg	4	NA	Sde-AMat_017	Chris Bird	sde_xray_038_bckgrnd-despeck-inv-scaled.tif												
153	39	sde_xray_039	20241211_171500.jpg	1	Sde-C-0156-E	Sde-CMat_152	Chris Bird	sde_xray_039_bckgrnd-despeck-inv-scaled.tif												
154	39	sde_xray_039	20241211_171500.jpg	2	NA	Sde-AMat_012	Chris Bird	sde_xray_039_bckgrnd-despeck-inv-scaled.tif												
155	39	sde_xray_039	20241211_171500.jpg	3	Sde-C-0182-E	Sde-CMat_178	Chris Bird	sde_xray_039_bckgrnd-despeck-inv-scaled.tif												
156	39	sde_xray_039	20241211_171500.jpg	4	NA	Sde-AMat_016	Chris Bird	sde_xray_039_bckgrnd-despeck-inv-scaled.tif												
157	40	sde_xray_040	20241211_172022.jpg	1	Sde-C-0153-E	Sde-CMat_149	Chris Bird	sde_xray_040_bckgrnd-despeck-inv-scaled.tif												
158	40	sde_xray_040	20241211_172022.jpg	2	NA	Sde-AMat_020	Chris Bird	sde_xray_040_bckgrnd-despeck-inv-scaled.tif												
159	40	sde_xray_040	20241211_172022.jpg	3	Sde-C-0191-E	Sde-CMat_187	Chris Bird	sde_xray_040_bckgrnd-despeck-inv-scaled.tif												
160	40	sde_xray_040	20241211_172022.jpg	4	NA	Sde-AMat_022	Chris Bird	sde_xray_040_bckgrnd-despeck-inv-scaled.tif												
161	41	sde_xray_041	20241212_095521.jpg	1	Sde-C-0181-E	Sde-CMat_177	Chris Bird	sde_xray_041_bckgrnd-despeck-inv-scaled.tif												
162	41	sde_xray_041	20241212_095521.jpg	2	NA	Sde-AMat_026	Chris Bird	sde_xray_041_bckgrnd-despeck-inv-scaled.tif												
163	41	sde_xray_041	20241212_095521.jpg	3	Sde-C-0200-E	Sde-CMat_196	Chris Bird	sde_xray_041_bckgrnd-despeck-inv-scaled.tif												
164	41	sde_xray_041	20241212_095521.jpg	4	NA	Sde-AMat_038	Chris Bird	sde_xray_041_bckgrnd-despeck-inv-scaled.tif												
165	42	sde_xray_042	20241212_100212.jpg	1	Sde-C-0205-E	Sde-CMat_201	Chris Bird	sde_xray_042_bckgrnd-despeck-inv-scaled.tif												
166	42	sde_xray_042	20241212_100212.jpg	2	NA	Sde-AMat_027	Chris Bird	sde_xray_042_bckgrnd-despeck-inv-scaled.tif												
167	42	sde_xray_042	20241212_100212.jpg	3	Sde-C-0179-E	Sde-CMat_175	Chris Bird	sde_xray_042_bckgrnd-despeck-inv-scaled.tif												
168	42	sde_xray_042	20241212_100212.jpg	4	NA	Sde-AMat_005	Chris Bird	sde_xray_042_bckgrnd-despeck-inv-scaled.tif												
169	43	sde_xray_043	20241212_101135.jpg	1	Sde-C-0194-E	Sde-CMat_190	Chris Bird	sde_xray_043_bckgrnd-despeck-inv-scaled.tif												
170	43	sde_xray_043	20241212_101135.jpg	2	NA	Sde-AMat_015	Chris Bird	sde_xray_043_bckgrnd-despeck-inv-scaled.tif												
171	43	sde_xray_043	20241212_101135.jpg	3	Sde-C-0151-E	Sde-CMat_147	Chris Bird	sde_xray_043_bckgrnd-despeck-inv-scaled.tif												
172	43	sde_xray_043	20241212_101135.jpg	4	NA	Sde-AMat_043	Chris Bird	sde_xray_043_bckgrnd-despeck-inv-scaled.tif												
173	44	sde_xray_044	20241212_103103.jpg	1	Sde-C-0185-E	Sde-CMat_181	Chris Bird	sde_xray_044_bckgrnd-despeck-inv-scaled.tif												
174	44	sde_xray_044	20241212_103103.jpg	2	NA	Sde-AMat_028	Chris Bird	sde_xray_044_bckgrnd-despeck-inv-scaled.tif												
175	44	sde_xray_044	20241212_103103.jpg	3	Sde-C-0159-E	Sde-CMat_155	Chris Bird	sde_xray_044_bckgrnd-despeck-inv-scaled.tif												
176	44	sde_xray_044	20241212_103103.jpg	4	NA	Sde-AMat_029	Chris Bird	sde_xray_044_bckgrnd-despeck-inv-scaled.tif												
177	45	sde_xray_045	20241212_103600.jpg	1	Sde-C-0154-E	Sde-CMat_150	Chris Bird	sde_xray_045_bckgrnd-despeck-inv-scaled.tif												
178	45	sde_xray_045	20241212_103600.jpg	2	NA	Sde-AMat_035	Chris Bird	sde_xray_045_bckgrnd-despeck-inv-scaled.tif												
179	45	sde_xray_045	20241212_103600.jpg	3	Sde-C-0174-E	Sde-CMat_170	Chris Bird	sde_xray_045_bckgrnd-despeck-inv-scaled.tif												
180	45	sde_xray_045	20241212_103600.jpg	4	NA	Sde-AMat_014	Chris Bird	sde_xray_045_bckgrnd-despeck-inv-scaled.tif												
181	46	sde_xray_046	20241212_104511.jpg	1	Sde-C-0193-E	Sde-CMat_189	Chris Bird	sde_xray_046_bckgrnd-despeck-inv-scaled.tif												
182	46	sde_xray_046	20241212_104511.jpg	2	NA	Sde-AMat_011	Chris Bird	sde_xray_046_bckgrnd-despeck-inv-scaled.tif												
183	46	sde_xray_046	20241212_104511.jpg	3	Sde-C-0177-E	Sde-CMat_173	Chris Bird	sde_xray_046_bckgrnd-despeck-inv-scaled.tif												
184	46	sde_xray_046	20241212_104511.jpg	4	NA	Sde-AMat_042	Chris Bird	sde_xray_046_bckgrnd-despeck-inv-scaled.tif												
185	47	sde_xray_047	20241212_104904.jpg	1	Sde-C-0192-E	Sde-CMat_188	Chris Bird	sde_xray_047_bckgrnd-despeck-inv-scaled.tif												
186	47	sde_xray_047	20241212_104904.jpg	2	NA	Sde-AMat_047	Chris Bird	sde_xray_047_bckgrnd-despeck-inv-scaled.tif												
187	47	sde_xray_047	20241212_104904.jpg	3	Sde-C-0189-E	Sde-CMat_185	Chris Bird	sde_xray_047_bckgrnd-despeck-inv-scaled.tif												
188	47	sde_xray_047	20241212_104904.jpg	4	NA	Sde-AMat_033	Chris Bird	sde_xray_047_bckgrnd-despeck-inv-scaled.tif												
189	48	sde_xray_048	20241212_105325.jpg	1	Sde-C-0187-E	Sde-CMat_183	Chris Bird	sde_xray_048_bckgrnd-despeck-inv-scaled.tif												
190	48	sde_xray_048	20241212_105325.jpg	2	NA	Sde-AMat_048	Chris Bird	sde_xray_048_bckgrnd-despeck-inv-scaled.tif												
191	48	sde_xray_048	20241212_105325.jpg	3	Sde-C-0165-E	Sde-CMat_161	Chris Bird	sde_xray_048_bckgrnd-despeck-inv-scaled.tif												
192	48	sde_xray_048	20241212_105325.jpg	4	NA	Sde-AMat_044	Chris Bird	sde_xray_048_bckgrnd-despeck-inv-scaled.tif												
193	49	sde_xray_049	20241212_105941.jpg	1	Sde-C-0152-E	Sde-CMat_148	Chris Bird	sde_xray_049_bckgrnd-despeck-inv-scaled.tif												
194	49	sde_xray_049	20241212_105941.jpg	2	Sde-C-0166-E	Sde-CMat_162	Chris Bird	sde_xray_049_bckgrnd-despeck-inv-scaled.tif												
195	49	sde_xray_049	20241212_105941.jpg	3	Sde-C-0163-E	Sde-CMat_159	Chris Bird	sde_xray_049_bckgrnd-despeck-inv-scaled.tif												
196	49	sde_xray_049	20241212_105941.jpg	4	Sde-C-0167-E	Sde-CMat_163	Chris Bird	sde_xray_049_bckgrnd-despeck-inv-scaled.tif												
197	50	sde_xray_050	20241212_110448.jpg	1	Sde-C-0190-E	Sde-CMat_186	Chris Bird	sde_xray_050_bckgrnd-despeck-inv-scaled.tif												
198	50	sde_xray_050	20241212_110448.jpg	2	Sde-C-0164-E	Sde-CMat_160	Chris Bird	sde_xray_050_bckgrnd-despeck-inv-scaled.tif												
199	50	sde_xray_050	20241212_110448.jpg	3	Sde-C-0158-E	Sde-CMat_154	Chris Bird	sde_xray_050_bckgrnd-despeck-inv-scaled.tif												
200	50	sde_xray_050	20241212_110448.jpg	4	Sde-C-0180-E	Sde-CMat_176	Chris Bird	sde_xray_050_bckgrnd-despeck-inv-scaled.tif												
201	51	sde_xray_051	20241212_111414.jpg	1	Sde-C-0176-E	Sde-CMat_172	Chris Bird	sde_xray_051_bckgrnd-despeck-inv-scaled.tif												
202	52	sde_xray_052	20241212_113125.jpg	1	Sde-C-0002-E	Sde-CTlk_002	Chris Bird	sde_xray_052_bckgrnd-despeck-inv-scaled.tif					sde_landmarks2_052.csv	sde_photo_052_warped.tif						
203	52	sde_xray_052	20241212_113125.jpg	2	NA	Sde-ASac_093	Chris Bird	sde_xray_052_bckgrnd-despeck-inv-scaled.tif					sde_landmarks2_052.csv	sde_photo_052_warped.tif						
204	52	sde_xray_052	20241212_113125.jpg	3	Sde-C-0009-E	Sde-CTlk_009	Chris Bird	sde_xray_052_bckgrnd-despeck-inv-scaled.tif					sde_landmarks2_052.csv	sde_photo_052_warped.tif						
205	52	sde_xray_052	20241212_113125.jpg	4	NA	Sde-ASac_069	Chris Bird	sde_xray_052_bckgrnd-despeck-inv-scaled.tif					sde_landmarks2_052.csv	sde_photo_052_warped.tif						
206	53	sde_xray_053	20241212_113738.jpg	1	Sde-C-0014-E	Sde-CTlk_014	Chris Bird	sde_xray_053_bckgrnd-despeck-inv-scaled.tif												
207	53	sde_xray_053	20241212_113738.jpg	2	NA	Sde-ASac_091	Chris Bird	sde_xray_053_bckgrnd-despeck-inv-scaled.tif												
208	53	sde_xray_053	20241212_113738.jpg	3	Sde-C-0004-E	Sde-CTlk_004	Chris Bird	sde_xray_053_bckgrnd-despeck-inv-scaled.tif												
209	53	sde_xray_053	20241212_113738.jpg	4	NA	Sde-ASac_075	Chris Bird	sde_xray_053_bckgrnd-despeck-inv-scaled.tif												
210	54	sde_xray_054	20241212_114752.jpg	1	Sde-C-0041-E	Sde-CTlk_041	Chris Bird	sde_xray_054_bckgrnd-despeck-inv-scaled.tif												
211	54	sde_xray_054	20241212_114752.jpg	2	NA	Sde-ASac_090	Chris Bird	sde_xray_054_bckgrnd-despeck-inv-scaled.tif												
212	54	sde_xray_054	20241212_114752.jpg	3	Sde-C-0012-E	Sde-CTlk_012	Chris Bird	sde_xray_054_bckgrnd-despeck-inv-scaled.tif												
213	54	sde_xray_054	20241212_114752.jpg	4	NA	Sde-ASac_096	Chris Bird	sde_xray_054_bckgrnd-despeck-inv-scaled.tif												
214	55	sde_xray_055	20241212_115538.jpg	1	Sde-C-0013-E	Sde-CTlk_013	Chris Bird	sde_xray_055_bckgrnd-despeck-inv-scaled.tif												
215	55	sde_xray_055	20241212_115538.jpg	2	NA	Sde-ASac_095	Chris Bird	sde_xray_055_bckgrnd-despeck-inv-scaled.tif												
216	55	sde_xray_055	20241212_115538.jpg	3	Sde-C-0023-E	Sde-CTlk_023	Chris Bird	sde_xray_055_bckgrnd-despeck-inv-scaled.tif												
217	55	sde_xray_055	20241212_115538.jpg	4	NA	Sde-ASac_094	Chris Bird	sde_xray_055_bckgrnd-despeck-inv-scaled.tif												
218	56	sde_xray_056	20241212_131552.jpg	1	Sde-C-0026-E	Sde-CTlk_026	Chris Bird	sde_xray_056_bckgrnd-despeck-inv-scaled.tif												
219	56	sde_xray_056	20241212_131552.jpg	2	NA	Sde-ASac_067	Chris Bird	sde_xray_056_bckgrnd-despeck-inv-scaled.tif												
220	56	sde_xray_056	20241212_131552.jpg	3	Sde-C-0030-E	Sde-CTlk_030	Chris Bird	sde_xray_056_bckgrnd-despeck-inv-scaled.tif												
221	56	sde_xray_056	20241212_131552.jpg	4	NA	Sde-ASac_072	Chris Bird	sde_xray_056_bckgrnd-despeck-inv-scaled.tif												
222	57	sde_xray_057	20241212_131611.jpg	1	Sde-C-0024-E	Sde-CTlk_024	Chris Bird	sde_xray_057_bckgrnd-despeck-inv-scaled.tif												
223	57	sde_xray_057	20241212_131611.jpg	2	NA	Sde-ASac_092	Chris Bird	sde_xray_057_bckgrnd-despeck-inv-scaled.tif												
224	57	sde_xray_057	20241212_131611.jpg	3	Sde-C-0032-E	Sde-CTlk_032	Chris Bird	sde_xray_057_bckgrnd-despeck-inv-scaled.tif												
225	58	sde_xray_058	20241212_132339.jpg	1	Sde-C-0031-E	Sde-CTlk_031	Chris Bird	sde_xray_058_bckgrnd-despeck-inv-scaled.tif												
226	58	sde_xray_058	20241212_132339.jpg	2	NA	Sde-ASac_033	Chris Bird	sde_xray_058_bckgrnd-despeck-inv-scaled.tif												
227	58	sde_xray_058	20241212_132339.jpg	3	Sde-C-0022-E	Sde-CTlk_022	Chris Bird	sde_xray_058_bckgrnd-despeck-inv-scaled.tif												
228	58	sde_xray_058	20241212_132339.jpg	4	NA	Sde-ASac_011	Chris Bird	sde_xray_058_bckgrnd-despeck-inv-scaled.tif												
229	59	sde_xray_059	20241212_132917.jpg	1	Sde-C-0006-E	Sde-CTlk_006	Chris Bird	sde_xray_059_bckgrnd-despeck-inv-scaled.tif												
230	59	sde_xray_059	20241212_132917.jpg	2	NA	Sde-ASac_035	Chris Bird	sde_xray_059_bckgrnd-despeck-inv-scaled.tif												
231	59	sde_xray_059	20241212_132917.jpg	3	Sde-C-0028-E	Sde-CTlk_028	Chris Bird	sde_xray_059_bckgrnd-despeck-inv-scaled.tif												
232	59	sde_xray_059	20241212_132917.jpg	4	NA	Sde-ASac_030	Chris Bird	sde_xray_059_bckgrnd-despeck-inv-scaled.tif												
233	60	sde_xray_060	20241212_133703.jpg	1	Sde-C-0040-E	Sde-CTlk_040	Chris Bird	sde_xray_060_bckgrnd-despeck-inv-scaled.tif												
234	60	sde_xray_060	20241212_133703.jpg	2	NA	Sde-ASac_012	Chris Bird	sde_xray_060_bckgrnd-despeck-inv-scaled.tif												
235	60	sde_xray_060	20241212_133703.jpg	3	Sde-C-0017-E	Sde-CTlk_017	Chris Bird	sde_xray_060_bckgrnd-despeck-inv-scaled.tif												
236	60	sde_xray_060	20241212_133703.jpg	4	NA	Sde-ASac_028	Chris Bird	sde_xray_060_bckgrnd-despeck-inv-scaled.tif												
237	61	sde_xray_061	20241212_134035.jpg	1	Sde-C-0007-E	Sde-CTlk_007	Chris Bird	sde_xray_061_bckgrnd-despeck-inv-scaled.tif												
238	61	sde_xray_061	20241212_134035.jpg	2	NA	Sde-ASac_031	Chris Bird	sde_xray_061_bckgrnd-despeck-inv-scaled.tif												
239	61	sde_xray_061	20241212_134035.jpg	3	Sde-C-0046-E	Sde-CTlk_046	Chris Bird	sde_xray_061_bckgrnd-despeck-inv-scaled.tif												
240	61	sde_xray_061	20241212_134035.jpg	4	NA	Sde-ASac_024	Chris Bird	sde_xray_061_bckgrnd-despeck-inv-scaled.tif												
241	62	sde_xray_062	20241212_134717.jpg	1	Sde-C-0033-E	Sde-CTlk_033	Chris Bird	sde_xray_062_bckgrnd-despeck-inv-scaled.tif												
242	62	sde_xray_062	20241212_134717.jpg	2	NA	Sde-ASac_023	Chris Bird	sde_xray_062_bckgrnd-despeck-inv-scaled.tif												
243	62	sde_xray_062	20241212_134717.jpg	3	Sde-C-0047-E	Sde-CTlk_047	Chris Bird	sde_xray_062_bckgrnd-despeck-inv-scaled.tif												
244	62	sde_xray_062	20241212_134717.jpg	4	NA	Sde-ASac_027	Chris Bird	sde_xray_062_bckgrnd-despeck-inv-scaled.tif												
245	63	sde_xray_063	20241212_135051.jpg	1	Sde-C-0043-E	Sde-CTlk_043	Chris Bird	sde_xray_063_bckgrnd-despeck-inv-scaled.tif												
246	63	sde_xray_063	20241212_135051.jpg	2	NA	Sde-ASac_022	Chris Bird	sde_xray_063_bckgrnd-despeck-inv-scaled.tif												
247	63	sde_xray_063	20241212_135051.jpg	3	Sde-C-0050-E	Sde-CTlk_050	Chris Bird	sde_xray_063_bckgrnd-despeck-inv-scaled.tif												
248	63	sde_xray_063	20241212_135051.jpg	4	NA	Sde-ASac_018	Chris Bird	sde_xray_063_bckgrnd-despeck-inv-scaled.tif												
249	64	sde_xray_064	20241212_135938.jpg	1	Sde-C-0044-E	Sde-CTlk_044	Chris Bird	sde_xray_064_bckgrnd-despeck-inv-scaled.tif												
250	64	sde_xray_064	20241212_135938.jpg	2	NA	Sde-ASac_032	Chris Bird	sde_xray_064_bckgrnd-despeck-inv-scaled.tif												
251	64	sde_xray_064	20241212_135938.jpg	3	Sde-C-0035-E	Sde-CTlk_035	Chris Bird	sde_xray_064_bckgrnd-despeck-inv-scaled.tif												
252	64	sde_xray_064	20241212_135938.jpg	4	NA	Sde-ASac_029	Chris Bird	sde_xray_064_bckgrnd-despeck-inv-scaled.tif												
253	65	sde_xray_065	20241212_140108.jpg	1	Sde-C-0016-E	Sde-CTlk_016	Chris Bird	sde_xray_065_bckgrnd-despeck-inv-scaled.tif												
254	65	sde_xray_065	20241212_140108.jpg	2	NA	Sde-ASac_003	Chris Bird	sde_xray_065_bckgrnd-despeck-inv-scaled.tif												
255	65	sde_xray_065	20241212_140108.jpg	3	Sde-C-0042-E	Sde-CTlk_042	Chris Bird	sde_xray_065_bckgrnd-despeck-inv-scaled.tif												
256	65	sde_xray_065	20241212_140108.jpg	4	NA	Sde-ASac_034	Chris Bird	sde_xray_065_bckgrnd-despeck-inv-scaled.tif												
257	66	sde_xray_066	20241212_140704.jpg	1	Sde-C-0020-E	Sde-CTlk_020	Chris Bird	sde_xray_066_bckgrnd-despeck-inv-scaled.tif												
258	66	sde_xray_066	20241212_140704.jpg	2	NA	Sde-ASac_019	Chris Bird	sde_xray_066_bckgrnd-despeck-inv-scaled.tif												
259	66	sde_xray_066	20241212_140704.jpg	3	Sde-C-0008-E	Sde-CTlk_008	Chris Bird	sde_xray_066_bckgrnd-despeck-inv-scaled.tif												
260	66	sde_xray_066	20241212_140704.jpg	4	NA	Sde-ASac_021	Chris Bird	sde_xray_066_bckgrnd-despeck-inv-scaled.tif												
261	67	sde_xray_067	20241212_141315.jpg	1	Sde-C-0037-E	Sde-CTlk_037	Chris Bird	sde_xray_067_bckgrnd-despeck-inv-scaled.tif												
262	67	sde_xray_067	20241212_141315.jpg	2	NA	Sde-ASac_087	Chris Bird	sde_xray_067_bckgrnd-despeck-inv-scaled.tif												
263	67	sde_xray_067	20241212_141315.jpg	3	Sde-C-0045-E	Sde-CTlk_045	Chris Bird	sde_xray_067_bckgrnd-despeck-inv-scaled.tif												
264	67	sde_xray_067	20241212_141315.jpg	4	NA	Sde-ASac_004	Chris Bird	sde_xray_067_bckgrnd-despeck-inv-scaled.tif												
265	68	sde_xray_068	20241212_141946.jpg	1	Sde-C-0005-E	Sde-CTlk_005	Chris Bird	sde_xray_068_bckgrnd-despeck-inv-scaled.tif												
266	68	sde_xray_068	20241212_141946.jpg	2	NA	Sde-ASac_068	Chris Bird	sde_xray_068_bckgrnd-despeck-inv-scaled.tif												
267	68	sde_xray_068	20241212_141946.jpg	3	Sde-C-0010-E	Sde-CTlk_010	Chris Bird	sde_xray_068_bckgrnd-despeck-inv-scaled.tif												
268	68	sde_xray_068	20241212_141946.jpg	4	NA	Sde-ASac_046	Chris Bird	sde_xray_068_bckgrnd-despeck-inv-scaled.tif												
269	69	sde_xray_069	20241212_142528.jpg	1	Sde-C-0019-E	Sde-CTlk_019	Chris Bird	sde_xray_069_bckgrnd-despeck-inv-scaled.tif												
270	69	sde_xray_069	20241212_142528.jpg	2	NA	Sde-ASac_079	Chris Bird	sde_xray_069_bckgrnd-despeck-inv-scaled.tif												
271	69	sde_xray_069	20241212_142528.jpg	3	Sde-C-0049-E	Sde-CTlk_049	Chris Bird	sde_xray_069_bckgrnd-despeck-inv-scaled.tif												
272	69	sde_xray_069	20241212_142528.jpg	4	NA	Sde-ASac_081	Chris Bird	sde_xray_069_bckgrnd-despeck-inv-scaled.tif												
273	70	sde_xray_070	20241212_143154.jpg	1	Sde-C-0038-E	Sde-CTlk_038	Chris Bird	sde_xray_070_bckgrnd-despeck-inv-scaled.tif												
274	70	sde_xray_070	20241212_143154.jpg	2	NA	Sde-ASac_077	Chris Bird	sde_xray_070_bckgrnd-despeck-inv-scaled.tif												
275	70	sde_xray_070	20241212_143154.jpg	3	Sde-C-0001-E	Sde-CTlk_001	Chris Bird	sde_xray_070_bckgrnd-despeck-inv-scaled.tif												
276	70	sde_xray_070	20241212_143154.jpg	4	NA	Sde-ASac_037	Chris Bird	sde_xray_070_bckgrnd-despeck-inv-scaled.tif												
277	71	sde_xray_071	20241212_143806.jpg	1	Sde-C-0036-E	Sde-CTlk_036	Chris Bird	sde_xray_071_bckgrnd-despeck-inv-scaled.tif												
278	71	sde_xray_071	20241212_143806.jpg	2	NA	Sde-ASac_073	Chris Bird	sde_xray_071_bckgrnd-despeck-inv-scaled.tif												
279	71	sde_xray_071	20241212_143806.jpg	3	Sde-C-0015-E	Sde-CTlk_015	Chris Bird	sde_xray_071_bckgrnd-despeck-inv-scaled.tif												
280	71	sde_xray_071	20241212_143806.jpg	4	NA	Sde-ASac_038	Chris Bird	sde_xray_071_bckgrnd-despeck-inv-scaled.tif												
281	72	sde_xray_072	20241212_144310.jpg	1	Sde-C-0011-E	Sde-CTlk_011	Chris Bird	sde_xray_072_bckgrnd-despeck-inv-scaled.tif												
282	72	sde_xray_072	20241212_144310.jpg	2	NA	Sde-ASac_063	Chris Bird	sde_xray_072_bckgrnd-despeck-inv-scaled.tif												
283	72	sde_xray_072	20241212_144310.jpg	3	Sde-C-0025-E	Sde-CTlk_025	Chris Bird	sde_xray_072_bckgrnd-despeck-inv-scaled.tif												
284	72	sde_xray_072	20241212_144310.jpg	4	NA	Sde-ASac_049	Chris Bird	sde_xray_072_bckgrnd-despeck-inv-scaled.tif												
285	73	sde_xray_073	20241212_144801.jpg	1	Sde-C-0029-E	Sde-CTlk_029	Chris Bird	sde_xray_073_bckgrnd-despeck-inv-scaled.tif												
286	73	sde_xray_073	20241212_144801.jpg	2	NA	Sde-ASac_036	Chris Bird	sde_xray_073_bckgrnd-despeck-inv-scaled.tif												
287	73	sde_xray_073	20241212_144801.jpg	3	Sde-C-0021-E	Sde-CTlk_021	Chris Bird	sde_xray_073_bckgrnd-despeck-inv-scaled.tif												
288	73	sde_xray_073	20241212_144801.jpg	4	NA	Sde-ASac_050	Chris Bird	sde_xray_073_bckgrnd-despeck-inv-scaled.tif												
289	74	sde_xray_074	20241212_145222.jpg	1	Sde-C-0003-E	Sde-CTlk_003	Chris Bird	sde_xray_074_bckgrnd-despeck-inv-scaled.tif												
290	74	sde_xray_074	20241212_145222.jpg	2	NA	Sde-ASac_085	Chris Bird	sde_xray_074_bckgrnd-despeck-inv-scaled.tif												
291	74	sde_xray_074	20241212_145222.jpg	3	Sde-C-0027-E	Sde-CTlk_027	Chris Bird	sde_xray_074_bckgrnd-despeck-inv-scaled.tif												
292	74	sde_xray_074	20241212_145222.jpg	4	NA	Sde-ASac_062	Chris Bird	sde_xray_074_bckgrnd-despeck-inv-scaled.tif												
293	75	sde_xray_075	20241212_145735.jpg	1	Sde-C-0018-E	Sde-CTlk_018	Chris Bird	sde_xray_075_bckgrnd-despeck-inv-scaled.tif												
294	75	sde_xray_075	20241212_145735.jpg	2	NA	Sde-ASac_086	Chris Bird	sde_xray_075_bckgrnd-despeck-inv-scaled.tif												
295	75	sde_xray_075	20241212_145735.jpg	3	Sde-C-0048-E	Sde-CTlk_048	Chris Bird	sde_xray_075_bckgrnd-despeck-inv-scaled.tif												
296	75	sde_xray_075	20241212_145735.jpg	4	NA	Sde-ASac_084	Chris Bird	sde_xray_075_bckgrnd-despeck-inv-scaled.tif												
297	76	sde_xray_076	20241212_150415.jpg	1	Sde-C-0039-E	Sde-CTlk_039	Chris Bird	sde_xray_076_bckgrnd-despeck-inv-scaled.tif												
298	76	sde_xray_076	20241212_150415.jpg	2	NA	Sde-ASac_083	Chris Bird	sde_xray_076_bckgrnd-despeck-inv-scaled.tif												
299	76	sde_xray_076	20241212_150415.jpg	3	Sde-C-0034-E	Sde-CTlk_034	Chris Bird	sde_xray_076_bckgrnd-despeck-inv-scaled.tif												
300	76	sde_xray_076	20241212_150415.jpg	4	NA	Sde-ASac_074	Chris Bird	sde_xray_076_bckgrnd-despeck-inv-scaled.tif												
301	77	sde_xray_077	20241212_151054.jpg	1	Sde-C-0052-E	Sde-CTlk_052	Chris Bird	sde_xray_077_bckgrnd-despeck-inv-scaled.tif												
302	77	sde_xray_077	20241212_151054.jpg	2	NA	Sde-ASac_080	Chris Bird	sde_xray_077_bckgrnd-despeck-inv-scaled.tif												
303	77	sde_xray_077	20241212_151054.jpg	3	Sde-C-0078-E	Sde-CTlk_078	Chris Bird	sde_xray_077_bckgrnd-despeck-inv-scaled.tif												
304	77	sde_xray_077	20241212_151054.jpg	4	NA	Sde-ASac_009	Chris Bird	sde_xray_077_bckgrnd-despeck-inv-scaled.tif												
305	78	sde_xray_078	20241212_151459.jpg	1	Sde-C-0100-E	Sde-CTlk_100	Chris Bird	sde_xray_078_bckgrnd-despeck-inv-scaled.tif												
306	78	sde_xray_078	20241212_151459.jpg	2	NA	Sde-ASac_078	Chris Bird	sde_xray_078_bckgrnd-despeck-inv-scaled.tif												
307	78	sde_xray_078	20241212_151459.jpg	3	Sde-C-0083-E	Sde-CTlk_083	Chris Bird	sde_xray_078_bckgrnd-despeck-inv-scaled.tif												
308	78	sde_xray_078	20241212_151459.jpg	4	NA	Sde-ASac_040	Chris Bird	sde_xray_078_bckgrnd-despeck-inv-scaled.tif												
309	79	sde_xray_079	20241212_151948.jpg	1	Sde-C-0084-E	Sde-CTlk_084	Chris Bird	sde_xray_079_bckgrnd-despeck-inv-scaled.tif												
310	79	sde_xray_079	20241212_151948.jpg	2	NA	Sde-ASac_006	Chris Bird	sde_xray_079_bckgrnd-despeck-inv-scaled.tif												
311	79	sde_xray_079	20241212_151948.jpg	3	Sde-C-0062-E	Sde-CTlk_062	Chris Bird	sde_xray_079_bckgrnd-despeck-inv-scaled.tif												
312	79	sde_xray_079	20241212_151948.jpg	4	NA	Sde-ASac_089	Chris Bird	sde_xray_079_bckgrnd-despeck-inv-scaled.tif												
313	80	sde_xray_080	20241212_152413.jpg	1	Sde-C-0056-E	Sde-CTlk_056	Chris Bird	sde_xray_080_bckgrnd-despeck-inv-scaled.tif												
314	80	sde_xray_080	20241212_152413.jpg	2	NA	Sde-ASac_082	Chris Bird	sde_xray_080_bckgrnd-despeck-inv-scaled.tif												
315	80	sde_xray_080	20241212_152413.jpg	3	Sde-C-0097-E	Sde-CTlk_097	Chris Bird	sde_xray_080_bckgrnd-despeck-inv-scaled.tif												
