sample_id,site,LM1-4,LM4-5,LM5-6,LM6-11,LM7-11,LM7-9,LM9-10,LM1-10,LM1-2,LM2-3,LM6-10,LM6-9,LM11-17,LM7-12,LM6-12,LM7-14,LM9-13,LM9-14,LM12-14,LM13-14,LM12-15,LM12-13,LM14-18,LM13-16,LM13-15,LM14-15,LM15-16,LM6-15,LM16-18,LM17-18,LM17-19,LM16-19,LM18-19,LM15-20,LM11-20,LM17-20
Sde-CMat_122 ,Matnog,102.11175373618848,137.7984364965365,140.5998732865716,88.72892909333457,89.0186863639315,153.46728712354306,185.85705627379332,199.5275805094123,117.01472754850136,147.22337084420397,322.58496138854645,262.6820498702757,1299.3384707588702,411.91203598002573,434.27477813810464,545.6582265596296,711.2845495270442,650.9176343620904,366.1474360695293,307.2083538034245,686.2570222615211,175.3401331972804,851.7806472211962,630.7419440571555,521.5434711196085,465.2905108869511,142.72708940733716,1089.3814818922938,277.4707002482425,100.77004736448232,98.16351048347848,215.2287327635648,147.11448775548934,163.08131834149492,947.2883489339453,352.10331665577945
Sde-AMat_087 ,Matnog,89.47411651645407,140.30640511127777,137.81734984395115,99.69019496540261,87.07008072449457,144.34002362175912,187.7822225467044,242.55673420315503,116.20391904733678,149.00416020047896,309.8790110163643,273.5596625064814,1317.0685060101089,442.45822333128814,487.6172709760084,533.4337920858127,768.421053304606,621.0872280321339,296.4394869223903,264.3098145861406,670.4302576268541,224.54042086058806,853.7068315380639,571.4535505150353,458.88455047033347,496.6413330733156,138.41072327836454,1132.1503429894192,242.1228144344106,93.86736876700031,102.94250140369618,197.35332132561118,136.09311494520946,166.6120283468153,936.5701160088871,380.6305979936451
Sde-CMat_105 ,Matnog,112.51410348796279,167.8920177747888,158.6751025993996,106.02798612630531,113.72354758175639,182.91742212312636,240.09328316079566,242.20898693524978,133.31808643241172,175.56466789604903,388.432494004222,323.4396898060749,1573.188833695755,511.13303796536184,560.812936001587,676.0190759722168,891.652551817904,801.2265763386658,384.2810171804092,305.0849819525701,784.5308879628703,236.74954941838854,980.744139903089,700.2756442903394,562.2645636764245,522.5703440418715,163.8226002018342,1316.060405643985,323.8010890809355,118.5182008908758,127.24575617064801,256.4632429774099,168.7032258313101,172.07508676043133,1156.2801240475253,417.0052614790969
Sde-AMat_092 ,Matnog,86.93769938352403,122.16865388277802,143.89320380587813,83.81347383476002,82.88115999339057,136.24805591879095,177.03477990191652,198.92593115996718,107.76800446087884,132.65277638379825,307.5248577277778,259.6092467733959,1191.949276136552,396.62854983842254,408.76894695772836,504.3528064332447,689.3633476591064,589.2183859045982,303.5131493363013,255.0186238282412,592.1205474451633,192.16679632415682,766.3965770404312,511.38555570959363,413.07949821869636,404.7181052458117,123.61821642476478,976.1105644054111,252.01619765604352,83.5454239283037,98.61827281006289,214.43089804002133,124.14624716502713,156.96012946251668,818.9651994671631,373.21496846021597
Sde-CMat_138 ,Matnog,103.81653803344628,129.97016497739014,152.51321395528322,95.6284266202263,105.00102360205823,170.44565088605225,201.77510341826115,229.13218881302996,125.85138769151496,141.579675540877,326.9376601436121,292.32020126582086,1323.4578528556813,418.17917829452017,466.30939313389354,572.1064209339029,754.9508373207424,687.3731282422452,360.19534478035655,281.6788808111819,668.5118907094247,204.08924984172972,831.7694337329366,605.9611012859572,477.8505720338628,419.62898971025584,157.10559749595183,1105.5666660374895,284.23473587730257,110.21493024558875,100.95804911986964,199.7099517617737,155.75946475655982,165.98041960918164,933.0222554281168,390.4513769984683
Sde-AMat_086 ,Matnog,99.22087096916657,136.27007321323342,139.13917607622238,81.42889139961319,93.76066289020144,159.98528256914759,181.9803453480622,205.96669357641298,120.1982427359069,139.17978348898237,328.44629453852883,267.1739950861423,1177.1676039492847,387.28407885371433,409.0179027005174,452.46718212719037,670.7300471599583,566.8144407149928,299.8638649474958,260.36794680269304,634.175810491854,156.37599505358858,786.4001727529121,591.0991786695023,481.9990536961666,490.73666759500446,125.35580356632883,1019.8492388048979,197.7752321323376,75.5158920111522,121.66407989279321,174.2891528444612,138.6788131180823,183.8120034301622,824.0605685227816,353.38094955445746
Sde-CMat_126 ,Matnog,85.65785713552495,134.08809920440368,136.3057695965215,78.00394053591143,83.09906149084959,152.4770764809582,172.2983585785135,188.67375275140947,102.23620160222109,130.2416794616839,319.61814816824784,255.37528542646803,1166.908514672037,385.45132812666503,391.61889149725647,463.66859784850647,686.9818537986721,580.0985647469402,276.9920378587262,250.8463738665561,608.5809784480125,171.0321007393935,777.7930913112817,556.8236893032208,456.2865640014946,433.82315797994244,132.25565084048372,969.7601724573763,253.35857668965932,92.78472112713375,97.27350685998736,198.95369075945803,127.64271592613495,156.70031104694723,829.2305270189828,337.77792684359935
Sde-AMat_084 ,Matnog,90.90006256653514,122.07154688951881,137.40594519786984,89.64906442902792,92.56528601657322,134.51607522957994,172.08510561443137,206.87937392415415,111.33212499350762,127.42505687822936,299.1232101207962,256.71921394492466,1204.8204209430799,387.9246559824987,420.76496543972144,499.08796037672545,684.2291713625852,590.4141025741932,300.7588307328314,254.4457723882242,607.8415889367394,190.8875511193436,779.8778593884365,554.4244480631152,432.04188374855516,414.9869888303007,153.1547790253048,1006.0015050132928,230.8788065770438,90.5333714138603,96.2465398248165,178.03731277934415,131.29747876867245,154.85235047889975,837.0489556267603,367.80978224333575
Sde-CMat_137 ,Matnog,102.60840058791482,155.12555002371465,152.45520696716136,103.82903661505291,101.60786082961299,158.898635243384,206.30423045032308,251.79152424575375,129.5896633520205,164.60554930150437,341.70213084411694,290.7393919776437,1447.4828528791975,489.5887167697903,524.6681721165959,589.2689317831121,821.3294256637893,701.28360602364,349.4078677920118,307.5831799078259,723.1537199207718,204.89901381434228,937.4832817303995,673.5331959839024,535.8221580159222,511.3148857809735,168.9922497520226,1209.226357811481,299.8111379561473,109.9471386849151,110.04179988876952,231.8573022146167,160.4233884898334,166.6359755215241,1039.3760331158403,408.13818339386
Sde-AMat_082 ,Matnog,105.12805146263294,134.25558837925522,138.47119255502201,105.4242310310111,76.98925424219922,171.02390039020855,181.8814706516857,195.33726538766228,112.53002459503865,155.64247132360757,330.2780309625967,277.9596253689553,1260.140024935122,408.8150858225514,448.79720615508523,556.0719229143835,762.890615780303,678.9273738448466,328.1024660677819,256.29165402933046,654.1021119360798,216.46847112318687,773.6299166527946,548.3120130123815,451.41129278542644,425.74956833993383,122.93124247741093,1079.1099657643838,255.41639258749623,89.27006959922228,102.63270907098753,217.0460758111281,129.09632819333012,160.99820381994942,907.814003895732,352.32702391728344
Sde-CMat_098 ,Matnog,93.77809539402047,134.126847900411,137.51085692908032,86.80413954374531,97.02480910370299,151.13965936474116,188.0464995157581,224.84255900340577,112.12112359074003,146.59129971676356,306.9635175938666,270.1490127094489,1351.7264513630855,447.59539767983546,498.61921065002105,543.0649877222429,762.3102741291174,637.9482475359971,307.12311558528114,277.7256932212791,647.066872032528,196.75364332405638,872.0309470553497,585.7882870452771,464.2716087428671,477.70879824559444,150.30461490669546,1120.5189779860268,267.89601651620353,99.00818784827857,105.66521336092596,206.41505294420747,142.91996807867687,150.25789887470143,999.7391494001222,352.08642346083155
