sample_id,site,LM1-4,LM4-5,LM5-6,LM6-11,LM7-11,LM7-9,LM9-10,LM1-10,LM1-2,LM2-3,LM6-10,LM6-9,LM11-17,LM7-12,LM6-12,LM7-14,LM9-13,LM9-14,LM12-14,LM13-14,LM12-15,LM12-13,LM14-18,LM13-16,LM13-15,LM14-15,LM15-16,LM6-15,LM16-18,LM17-18,LM17-19,LM16-19,LM18-19,LM15-20,LM11-20,LM17-20
Sde-CMat_111 ,Matnog,122.9770129674648,119.51612392112624,138.569154796044,88.94843721465827,96.61958150877075,153.5574499090812,190.90793780136542,208.29906112080775,123.40570895371901,122.41327247851842,336.2039572661958,270.52058963668554,1365.513653280032,428.28825375683607,454.273397674352,580.6788905240572,764.0695150813701,691.3483094768729,354.82444828045607,285.1266793834804,726.6120433852511,211.90235781269647,853.7939789163952,634.9185060950421,530.3792718316676,479.53069195541593,134.75472274844392,1152.1821490633372,274.80533790659894,99.55527417113572,121.77164305490025,228.50416045717867,152.95227981681086,185.35103466331125,983.3437001039767,382.1876812412457
75 ,Matnog,116.72474852767942,114.1465579481484,133.2432503332533,92.36581069562484,105.62605103159923,136.44958962404394,190.85113208409325,231.45002119690983,121.17275369405452,135.766160391314,312.562607073111,286.1711232511065,1316.5452450008772,456.53269030326834,481.5331951735934,546.2777659042878,757.8318892707802,632.4652526778447,304.96220782523193,253.68203235666894,669.8600214774427,210.34216473234756,832.237979741516,582.5874544589851,468.4302196389661,485.32541141304375,134.20266157796573,1124.5986886286548,238.48263047628845,86.7767758908454,111.93032323946004,210.88089795012235,124.66988573685308,162.3425064465866,942.8204051875257,373.7250264853692
Sde-CMat_099 ,Matnog,123.65343677108206,141.81676469825422,148.50193164255475,103.37089795430823,124.4401124586843,178.31437804265812,214.05019626800166,254.18839618379516,132.94972115461545,151.8830879072782,354.38204034047783,315.6308567796406,1594.0965426561588,484.01531085581377,544.8304708039741,666.2881228647932,885.886787075922,789.1233507117945,406.8386054980033,324.43170527229614,799.3432627833989,261.46412020583256,986.0010972149068,695.2155691914631,557.4127411240614,517.4368101268502,168.86359509382135,1314.5100081553771,334.44547320416814,118.84298292806368,114.44688715404187,262.3096016307635,174.18439881542201,186.49915686321484,1141.477135022581,452.6343609927995
Sde-CMat_112 ,Matnog,113.48725981307328,114.7717283087608,137.98901430396558,88.05461520130558,103.50853942404947,141.34959414847998,192.8277789043114,235.52616426749708,118.53908259008927,138.23864636754078,317.18802342062037,273.6049129177508,1339.023315715309,438.4426243076738,467.2231672893051,553.3327970880906,743.3023981499454,642.5103435371993,358.39922843009856,293.3594648919479,700.0484002061929,207.08525162357637,854.3829619646215,614.3614120360184,503.6931848171565,479.95781409207217,149.89048637268476,1131.1650493381148,244.95801002955574,91.57105310899274,105.11786592530295,202.10885458544345,120.04565237025449,185.53965551288502,951.1455794963302,387.8881906970231
Sde-AMat_060 ,Matnog,122.91709484644515,137.39783434745254,154.85411314114322,85.7048456032679,114.28592840070036,175.98016425296345,200.69771762010652,227.6972986754564,130.29313368938514,158.5342623442958,353.30438625673753,292.7298100787311,1481.9624831915044,489.7906030373388,531.8151458961752,618.4083809623944,858.5847749359466,744.2087350013098,361.1427592842061,305.64587356749973,717.4519360305608,226.83630843630388,917.319179929516,627.1195518735564,502.60428419384766,508.63666676165803,150.86913555847016,1221.596354323297,273.4193433844977,92.91213210496238,116.82511840015417,236.15102797838935,138.0088934364739,184.82659328205452,1045.9992940219797,436.0155604577089
Sde-CMat_102 ,Matnog,118.10673061265389,129.63465916663648,149.82675894382152,91.7441054473256,96.35805402585714,157.9808016903953,197.09083300308515,225.89992035138036,126.24743852090623,148.07521148017986,340.01246411749383,268.0037444462297,1424.8023381305984,451.45858687176377,496.2026748169037,596.129725502428,786.4036127293034,709.6069664740477,335.8365409946482,288.1662866905149,734.9879201615768,198.51906497676757,883.146936066864,657.1406897402184,554.8452051631067,510.66538073154123,131.5196101904197,1206.6414985932026,285.83373936230834,100.27834421329442,115.56876884457145,228.52065144491888,155.2153160761205,202.10773121887246,1019.0662325174454,405.77540469126524
Sde-AMat_056 ,Matnog,100.80578399025525,109.4266019014572,140.6982830882097,85.26517864661984,100.21272653241202,137.97720493708374,218.59940102173198,186.3932932469674,101.46153803215282,115.36606131518928,371.2567667162041,287.4284297035524,1316.9446569175564,461.9419032320081,446.20744623456255,593.2468651323156,776.9958328887999,679.2506292906692,367.1846076294729,291.1962098180709,687.6332086303352,223.42545236610792,817.7941416978051,586.2519829163994,476.2070496971355,451.46292426683283,139.7076935703972,1099.4164332730434,266.86343547382046,100.27030399320623,99.5691731091505,210.1450082458299,138.3540024547537,163.60142776886144,968.1550668353754,348.8411843708967
Sde-CMat_115 ,Matnog,116.04721141681947,126.16657824519143,142.00797559549252,89.42540230231006,115.87703460932197,164.76293240859732,202.27745288830383,240.01741254636093,122.22085152382961,154.1508113043846,327.9886849980346,281.6131759662534,1408.1127686677441,460.89737864002876,515.3955268921238,605.6399202173682,792.9161552371727,715.2209271261713,401.0654251790972,330.75783490124616,707.5927585958254,205.08279110303238,878.8441093644594,627.1518937401369,514.3616861160637,468.1151246514473,139.8912578406527,1185.223594676321,295.1197955597862,111.01682036772628,110.48515814809703,220.13870122638608,154.80332148532858,181.2095443678396,1014.139541691502,393.99310479399264
Sde-AMat_055 ,Matnog,131.96645584530182,133.77107771450449,136.29089665689344,98.64195697055084,108.27144799484302,170.6217422787905,199.01426259032286,236.45077960922436,137.685056366913,147.74953056196148,359.11624267236925,313.48348999730433,1484.1514478391514,486.0340694276998,519.1601015892594,646.8956856206416,868.394514009393,752.5384661557507,400.60017347381404,337.1876076148706,770.4595965708,252.09540883818153,956.545510216132,657.4229719923165,535.108200016978,527.398243765838,147.67169227797183,1262.9774044228861,308.2869108718209,126.12913097334044,118.32560050508954,241.1576594877509,144.64426013485632,202.99591782348736,1058.1149440462177,426.0928688385196
Sde-CMat_114 ,Matnog,147.1897699816465,153.11609503096008,176.6392225277274,114.11188427052632,150.12005488841262,202.76852863341492,304.64030508757367,285.80118147719406,157.123484332292,175.03790350632624,414.74233918779015,381.8995061398875,1812.1030435960313,592.0703191874848,654.7583416048399,784.4683562075974,1015.5946952525156,903.7368201927871,482.0228028343057,383.20611567296254,928.8991655120377,280.3915711963538,1076.9135046136992,820.9141629853634,674.0753634608226,578.4450182102358,201.20428617939515,1526.5117879678492,349.30314328880576,128.7257574150954,140.23917002948926,276.43219545394857,180.178305463255,253.47827637539282,1292.0761173720725,520.0367643732604
Sde-AMat_058 ,Matnog,115.49171182699646,133.16947642767093,136.61856344000256,95.10020896659476,102.0131443525294,173.98621689562083,189.87635355051452,224.1731731890549,116.4037414259954,140.47010772577207,332.6510547865585,273.3390799100084,1396.717957982126,448.54160440027186,508.6320317997776,574.5959432295446,819.235203615494,704.4632664515589,330.1604688216929,276.369493731924,708.1622678574452,228.126397461495,864.9696047884224,621.3960592890818,496.1142351964515,491.2843999423958,156.83208461459665,1186.5299618921426,251.1942625976158,96.90534172871985,118.7167268132422,211.76442307727237,130.56017829265556,167.60046063853758,1024.785136187079,371.96819252862207
Sde-CMat_141 ,Matnog,100.88820274487004,115.98392032281886,139.18199934305443,79.31851127460725,99.46823072770526,136.00703432411137,184.96952764628557,216.28334287133626,110.87137252329835,136.46088741467278,303.2311254022087,256.8151147730211,1243.6703664922834,430.85855206204275,456.2803112134031,541.7853668724729,724.870822687222,630.2823997514924,341.58788815322487,302.1146663325864,622.3307978527578,185.52128889626118,775.8085222200449,554.1629945387999,456.36081808831926,418.90218080727385,129.23433730046355,1044.1888710598528,252.6523972279108,97.61344003793735,101.0498418962147,189.75769999617935,137.0362549630206,172.93398107647906,882.3919993982096,361.2785226591253
Sde-AMat_057 ,Matnog,77.76298206145393,92.62772773856649,83.11506018412067,97.61656035868093,92.57276089741521,112.19222171278184,137.6556495093827,160.5245603794011,82.73564942647153,91.69730340468038,246.84696426614204,278.6020047430025,1390.0167652477073,524.629296107118,523.6754749857969,627.1730401883359,821.0401487299936,666.4084577155139,427.0603585867108,420.40476084958885,577.3710030690925,221.2260313331367,965.3090343174097,506.6179962504688,424.81765604061235,337.29690485155663,162.34074182521158,1028.2738033752928,475.9378711368637,168.15095290529874,170.1049151112336,391.7688338306276,213.06306406967866,199.48003838331795,974.2223825122168,416.1853696058524
Sde-CMat_130 ,Matnog,108.09588949492945,114.74275635707899,142.03034939906334,84.0521998284399,96.77671181585994,140.0865062202637,199.23278030409557,210.11011910817146,109.94299183363168,139.90049664776032,306.48376974647454,252.96358761839616,1243.334898033772,392.8457390185619,438.2400803400004,511.36912338575945,670.9579555568291,605.853660701031,305.1271452342449,248.50898114522946,633.613536460996,167.7848501127559,786.377700957142,568.9372828960062,475.7268748780649,433.1134012243098,115.8089902030064,1047.0820615240812,266.9445917524646,102.28967408785707,91.69532696168329,198.38123969176107,136.20131836296594,153.31590579913745,900.4480813027757,342.9204160865899
Sde-AMat_059 ,Matnog,120.37199222514349,124.49568299736337,141.65857040098206,93.60331885339323,111.75122780506713,156.8177817044037,191.09315770756942,232.23494130240175,127.58298404054516,144.4491115966104,324.85426621894624,288.26695474386236,1396.2648811013369,422.9806147937397,470.54701918989997,627.1029302786744,791.2621908912937,722.8222059307601,429.6096115165605,347.26543516716436,726.4902083842906,247.89640089862138,877.6558802470873,609.7694070279682,495.4530472293414,459.28283942725307,140.43989868324454,1174.3769937362747,292.61326761391047,113.1629268813775,92.63516052579612,209.32450413654405,147.2834117236561,171.47284723620243,999.0537080397079,397.2158798253666
Sde-CMat_129 ,Matnog,93.5047820138093,140.35842217081242,140.14993141246987,81.17899383584393,89.96169115823689,151.07441740086242,179.50297094736345,206.43769846135174,110.19345927236336,140.24291050021031,320.5048532936904,255.0741817348435,1244.0484305500852,399.65697908251275,418.1031165106163,536.8934293426396,714.3206051772132,647.0484326352162,338.63300939043137,270.4853359289742,661.126805413311,194.0254713986028,778.5488824345201,570.7040207541908,481.16465339989384,427.00299543751464,122.56725512811313,1046.9630441210616,261.4977674353837,99.24571731314148,112.43351959269077,200.39778204034593,149.08061725455792,168.4901202796176,912.9785616536678,331.0925902834584
Sde-CMat_120 ,Matnog,92.8209114991875,136.0882968894093,136.13665462089924,84.33198519357879,84.8108956281562,138.17322808771607,186.31966905901263,197.59627221648185,117.98771021636111,125.00493429725084,315.68875425596013,249.9662650610678,1215.313847723332,408.2469976862659,428.7842054281034,535.9249716099913,697.9144259144741,627.5617497136437,345.04884600218566,295.03109483212097,636.9708470983661,178.28705833727807,777.308313979569,565.1339830562307,470.7291698038799,437.6477460473092,121.49650565448367,1039.7993374572327,248.80151105176193,95.11908227737482,94.50846843267531,190.6513128138382,126.57363771560014,173.80175854487206,872.3987411108409,342.963801721829
93 ,Matnog,118.58476522901243,165.8421419039805,153.15246552324905,100.87255937097066,117.50136002876724,186.84900270004118,236.39254735767366,243.264057885418,142.00734866692636,152.0172841692023,378.06253594394934,321.9952750486876,1529.6278505629173,498.688090299989,546.0719966624273,619.1842268341305,878.4096132435824,749.3932380882148,355.3105021335704,295.0022984740966,765.7777076046874,235.8428040984291,952.7313500916666,671.2198188214425,544.2454754206415,536.95828126591,157.83333322783878,1277.6860050828216,294.49669451788395,103.33728359120902,137.33988961609052,254.2131988148724,164.37297038835186,205.4291006839343,1075.1343937281886,454.50054213966575
Sde-CMat_142 ,Matnog,96.27891804403494,134.83644413139942,133.4101766063219,89.85377540092571,114.40559075543472,144.20937607277835,196.46522236630068,236.65919767889855,115.06317855899859,144.02199951483112,317.14072240291057,282.13747516060323,1327.4129095949384,445.2319178152101,481.0044420926797,588.306498801951,743.9685606328402,683.5840901041582,374.63164728575714,295.7419861969044,664.7140516246741,193.9085174952611,811.14928683288,629.1169223490973,481.90507208324755,417.46117599174426,179.29684580705822,1111.1333840552988,240.14068727219038,104.78758187380777,106.97992350441271,177.57116205062687,140.31330691082016,174.54591573935494,935.178827015737,392.2651409182443
Sde-CMat_200 ,Matnog,147.29227045765163,205.36036856728225,186.0531327397633,125.58266771752386,174.08346732854903,234.07759741344321,297.66142678476155,331.69820064252684,186.95796222306237,189.96938866696394,462.6413336659944,423.26252899798493,2180.8248141179793,686.4900270949462,775.1519337140687,913.8619255808014,1207.9532361827341,1058.3096257572734,545.3355040444461,456.9844356387206,1105.0429598097805,341.2765002417982,1345.1188180532752,948.1544918373219,788.1277755194839,757.2585958014937,195.94922126918493,1839.8515306164302,424.64788046720537,156.21255008686097,150.80608806427557,316.02747796443265,219.45903425352526,250.07408937410932,1610.466404411343,570.449566652618
Sde-AMat_018 ,Matnog,141.63479245104293,228.00357610645062,181.49937842386677,124.12954756161,155.30151362977756,238.86810359051708,290.75270630370755,330.2086037183768,186.3664438429032,209.18863788344248,480.58628828838846,420.6929021109103,2145.5387932539206,738.7045521505875,808.7675719333522,923.4371414865063,1230.0332179026143,1076.0619833279586,502.8082026338571,423.7358437244128,1076.6126942760288,307.82146220861534,1310.138692764182,949.2371636198247,783.8613819013156,778.1623691601902,202.8347306278931,1845.4340735849114,369.2091269609271,140.51800505856878,182.483851889311,315.68833253937345,206.0413461590659,327.5935174377695,1511.2634148805757,634.3306037394148
Sde-AMat_018 ,Matnog,133.91542942954706,171.83456574374088,160.40080534691836,107.0390198924205,142.38579977416984,201.84804059205027,258.89173257174514,276.9927884958921,158.37271127217596,163.32922902815037,400.49777813921764,350.996425137821,1784.9465942552592,578.3598530904613,636.5998432275176,722.1974956575592,978.6139784024854,854.4989719451394,469.0380266873999,399.4752404997837,923.1685098312441,245.1153975707158,1130.071936857119,839.5800990038114,691.328751055451,655.5105264068685,188.83252828429747,1513.1742558182848,324.77246733707295,123.59755534431119,145.614426573228,262.0819474607321,184.50694105111592,242.13605081515632,1287.9130155984953,497.0542224762201
Sde-AMat_040 ,Matnog,114.63762362789102,207.12569194998486,172.07280316566585,123.37150456750543,149.459599253611,213.6466674728393,279.6196989734629,309.1574308899917,171.28462581825607,218.7960948913394,439.6961699039918,395.1225258987521,1927.2570899723396,634.3281392396368,694.8981342963731,800.5669667233404,1092.551229388192,933.8821631936654,493.6908402462111,422.31837547851256,963.2847755722341,298.24889361907105,1203.3125611316664,823.1108599060334,685.6031478284283,669.6760762752092,171.92532329182924,1614.0182726674223,397.64383075713647,132.3536253752046,129.7210705455747,328.34776284451846,187.1275960766076,226.36528352883505,1379.724353645992,547.661287707101
Sde-CMat_167 ,Matnog,122.81287634747427,198.1875486411041,166.73817156446214,111.56418348202082,150.83083893146645,207.31339476177124,261.097303635254,299.691634114034,172.06002879442974,190.63245792256896,413.6441393963295,372.54088597453307,2018.8391748201439,661.459950480458,739.7611187192592,855.096134096167,1105.0547911177844,980.2323450457651,504.1844245243997,418.1002799720302,992.1342906209624,289.79233552233575,1252.9086412874003,884.2186699595355,717.9512335064339,687.5089623347175,202.36290730230186,1687.9903273886998,396.2490126980255,148.16680799706813,151.3721504373908,303.08395439904115,206.2464141409494,257.4286263849458,1441.9914636668555,576.8545077613243
Sde-AMat_037 ,Matnog,99.29235652204052,189.3568925721216,157.39752926869588,104.94617942893393,120.99225589619364,187.83239381429928,208.99290554497293,250.74591356933416,144.59767976205563,187.2641963099727,402.05071476730393,349.75981808356715,1613.154930534944,559.9653064080399,585.2465748267222,728.9621338969056,956.6964408227565,848.6780033400655,427.41940264728277,357.2467404982304,817.0543539282805,250.35664108876753,987.4592320922467,712.9840060669312,580.4356864377052,566.1188649577047,162.36550818865427,1376.0835888498523,290.0647963149786,107.13537513449964,133.0391385203994,232.90678283598817,171.3557407067531,253.85167527585855,1118.076544129265,495.1212243775861
Sde-CMat_193 ,Matnog,84.41874992920707,156.59535555453104,141.05514670273476,94.04661764066799,120.07551561663188,172.44795486064777,224.60862008271187,240.55959238558748,130.4766708569773,161.75943300401374,322.9807056291289,308.21304004420386,1398.6374107469383,446.0852766702012,508.9954417088034,563.5052977065789,793.5602767628179,664.2552114580661,365.8314543250895,308.90977131848706,704.0203233294052,224.65160480043326,886.9452550004481,595.1150362894639,495.3612490849582,479.9288237354473,130.24139038201318,1175.559908059551,308.8491650305049,114.62164235557793,108.56931221892307,230.94933985105914,165.27268597684255,187.30335257821739,991.2195023681536,407.4180508142588
Sde-CMat_157 ,Matnog,83.28772848919581,143.656850284976,143.668616571783,81.66609734094067,95.40001981938997,157.30713756120537,180.17855168426675,205.58382697600516,111.93923409421741,150.06578930592408,319.79746038544454,252.1012374319888,1268.2053473294297,407.7419191169949,446.42223660150484,554.7649086845527,729.580330684874,667.5985032708209,353.6059100737006,297.8224575078414,656.6807908772497,188.22476418505616,779.8292286936928,581.7794141125655,485.24112831157476,428.52612222365167,122.4599094336182,1073.4434841904347,259.9315211671143,95.0512202164707,96.02865192201759,197.0635320702692,127.18068222949584,181.78675914378366,901.1517684437845,367.1354074016832
Sde-AMat_030 ,Matnog,94.46309608206795,184.90264321728884,148.90383602463027,98.06526436052677,125.8568829919524,175.31799055570423,214.02782168991487,233.02136995745693,135.20422409651263,176.25390124317815,369.2482350483073,313.23059526888494,1446.500143305489,314.61310174809944,312.6714645562815,459.2901126259633,590.9322353276389,579.4965590901468,416.0190486793243,328.96364189776347,901.2057663171325,153.21624924716707,1060.1922710137299,900.8244732266992,749.8408091564236,628.0796701836161,171.41101807071794,1193.4175733480465,289.2597686262125,117.35293860832797,103.42829628472074,216.83316048141708,143.08653009102568,204.40023772207317,992.8409081019979,453.6626933035602
Sde-CMat_191 ,Matnog,91.11282989392878,161.91112821594444,164.72112854728138,86.63544789178388,121.56434589681301,177.7485863586543,221.73935440595565,253.29750476577934,129.92251115815148,170.60715110056205,347.30020458531266,300.8850247470119,1462.423351851963,476.84061598585544,536.4616028841207,595.9253881386913,828.5963278009685,706.1528693643112,359.99467509706307,316.6144236154759,706.8206308474307,212.14044962656232,921.6447681767418,621.4547484943773,508.4219622927789,509.52472268187336,138.3779878217992,1214.4118847418777,299.0037596670149,114.26304442382062,112.81207882673743,227.92624646801883,161.31044428185675,188.76595055054287,1043.231596390418,419.21996805745067
Sde-AMat_003 ,Matnog,86.72682261192321,179.5567697438334,148.4532040809157,95.3440376911425,108.879897118706,168.09614903774565,218.91150238525609,226.21871358738204,126.13142294606843,180.22451334410644,369.92244813171317,312.0883838537571,1471.362481019718,470.9774797398703,501.6739503885466,848.4429575472061,842.6943459382234,954.5373724160884,534.5134277578161,356.5566129250165,748.5139965272595,247.1178968756614,716.148653988465,633.6400326944629,517.1308879641209,282.9603905500556,150.34091494653057,1223.2611497089981,297.58918561542214,106.82164097616192,120.881215678864,246.32542799737539,154.69145844822847,200.33432512617506,1037.5067443292744,433.8959344147972
Sde-CMat_198 ,Matnog,90.47895198431513,155.89007666134495,159.1721031202704,92.02597103437705,133.1545190655202,183.44667631647079,227.78579385677241,272.883629513388,132.44766252844934,165.91053603891467,341.284528487258,327.7965649094115,1546.5771842941979,488.8933692872097,550.1928167895778,605.6937243300775,867.136359453852,716.3869255334018,376.41266239668397,323.2443620646152,562.4386496132357,246.31465515880302,989.892266584521,480.35859337666676,355.4617379617109,320.3000787162565,187.1080466866402,1059.807691004991,487.5928504644939,114.65450196568843,122.50766925152084,449.05617289890375,159.18660720311868,195.702617662718,1121.9921060079566,424.6678052379765
Sde-AMat_023 ,Matnog,126.39833798662067,200.48183804330006,191.96072600823845,109.21747803579788,134.2888528023082,231.30915540107787,236.3339034995402,309.2790803417845,185.09997515569796,192.0504112056259,454.8478440788414,401.78102922564665,1875.907900492964,632.3211093923086,663.3042851363617,796.3532441909496,1109.0135449956822,940.375406250339,463.0098265664457,397.97759158872253,920.5430460506235,300.4721646083212,1176.0468367002268,797.7822983184134,636.4453954757236,659.0770063816595,196.5659678732814,1550.2034632635873,342.17237058032606,122.82707888425892,174.69155411035186,310.3172017778745,207.28924873039125,229.98037113416888,1337.0552881770482,539.086896775659
Sde-CMat_180 ,Matnog,100.38321900686392,181.46588052890274,160.36543485792072,103.4745157859654,155.51511302796263,197.94292084944587,267.33743392027986,278.9890671190002,153.1796429713818,170.27650322225904,386.19303219800594,350.0941566411099,1703.227741510797,534.369206231843,621.8838268265623,677.9072362618649,937.4809852657547,805.7052002946797,418.0224820632139,352.45061477313385,845.5870682905755,251.899677909302,1072.1562500254147,732.5302155643068,609.8985403795947,588.9298557657272,152.48728992873447,1430.1052192370325,362.43803234513064,131.23108166166276,123.00086266124333,280.54802114377867,170.12843969119325,216.4017115282595,1222.6922000861953,480.54024872142577
Sde-AMat_007 ,Matnog,98.09632555039968,176.00960624821022,163.8599049469088,94.73799992241761,113.40540104615827,179.65152793672533,212.90636771148954,262.2086894968395,150.4455499406014,162.15568673558755,377.8839995802415,327.5257529270331,1532.6056007328207,508.35461316617346,534.7474904744948,636.8759386495066,903.4709314832659,747.6236173589022,384.9243707335767,341.1877266034198,790.4530023247682,259.3741444863193,970.4427600548165,679.1819204462086,549.332731930849,569.023710586826,160.46168252517478,1295.2149071731108,272.03580607273017,98.17319535642108,130.2692028059202,231.02611130571358,154.97974604560426,239.35368003899575,1052.3780003311358,480.25269500846105
Sde-CMat_166 ,Matnog,84.68440933400902,162.42108740739303,161.864486098032,92.48707411546764,91.53598772444634,155.2096118363808,198.49166527307892,231.49688025617104,133.73457366249758,139.8898416969581,345.858288775692,280.214972078028,1330.7200291757279,427.7399038734287,465.8812708582735,553.7247675257086,762.8482666582195,645.8209663442339,331.94308496169936,317.7831523721954,684.3078704479512,203.70448987432738,867.3822698046637,617.2640454590645,508.323817411392,492.7282540815375,137.61686969394398,1129.7646229011646,260.8837963166936,89.33243753984334,109.49335569339351,208.06809748695264,145.95270126931533,186.30765133297675,932.5900260098217,398.26292227779635
Sde-CMat_168 ,Matnog,82.35168183953502,165.315252883332,150.97001511585006,89.91569284285141,112.41494069784495,168.71410901240594,199.44282899831222,227.4416744934182,125.27647214593009,169.85247925290935,339.6783236480214,285.0091068045721,1445.0862410536058,481.17175379983587,522.7355760636538,619.7220257455516,850.9714175245723,739.905413162642,389.60010543756283,318.6832776362764,731.2945933011471,241.26153328610013,896.9801829684753,623.9168642258037,506.42612741722763,482.83165560618534,149.33213458291542,1212.5190775406588,301.41332177758824,112.8828704617754,115.1694173338129,231.59037055663592,154.21361543638096,193.79971314449875,1030.704311847937,414.4032998663138
Sde-AMat_039 ,Matnog,98.33241319753114,193.84773886132896,167.02705330122424,102.5386062897775,127.15372163208598,181.47407765311826,233.63340818001612,258.19269413476826,138.0441469988496,195.04549959683766,406.3925084643417,342.5013597365856,1687.3212066443602,572.6614732682651,600.3195897034345,737.2749092669436,976.9539704732563,855.2423462508682,436.83015735752497,360.4863616286891,860.4014769296309,268.43627600771487,1028.9564919388429,730.4485258228947,606.8639308619025,592.4320675784609,155.99748001887724,1426.3018362094365,310.96089714148934,111.56705998528406,130.91234476259277,251.20027937317235,174.5743446339123,228.5474178826793,1216.3161164799635,471.1664158821595
Sde-CMat_179 ,Matnog,83.337564362597,199.24746212659772,151.31100171236722,100.63681350107426,144.73409843533761,193.54725971464956,243.57127807937454,259.12827820562154,142.0355477311578,164.6708923913999,373.62904087199917,337.12404968623935,1677.2964871533386,553.9548654937513,617.1509124895143,702.3349709848143,947.9881568055583,831.7639116031243,442.5893363265319,366.8273126826982,827.5970854111316,247.14766333358264,1023.0622608959291,710.4363097322662,597.6715024369576,549.9105333922602,156.09276390098947,1395.5980271740284,348.2564204916254,116.6718029046006,115.59386946737277,279.3841904264627,159.3922544720727,216.1426735768761,1210.962715589101,466.3350000001716
Sde-AMat_013 ,Matnog,104.5505204654668,219.04445674914945,178.05172457847743,112.90762139421763,157.76332030510136,226.13634519961627,266.96087957146455,293.9310001480279,173.82496737408002,202.0546863225399,449.10746029519476,409.72900658807396,2112.178680874121,706.5830430718246,784.7995147286026,953.1662840787068,1206.5012479218121,1085.8557313847407,513.0426788462048,426.97295915661914,1033.0492517768166,323.70750523627055,1240.6323911852737,909.8483532756487,729.1382998384121,713.6576469375286,207.92298511073736,1792.9793571688467,347.1611865117413,125.60759143304205,159.5409143405227,288.43402912839525,199.16730070219856,251.94241673821026,1544.3782705032665,567.9607965717702
Sde-CMat_194 ,Matnog,96.29052965479002,175.2694925858177,150.82843940454336,98.71056952591243,110.97994073781979,177.1780949628085,221.3950430499518,254.46961428763944,139.54616551471418,165.56270388520477,363.27292881964104,313.5297944207695,1539.706837386848,504.7407940324223,550.6685316721304,655.0075500023187,884.5733183725869,766.3122345451688,396.7696274444906,339.6956777254606,769.2616190883566,241.69991048479912,961.1570959742689,668.9180231911008,546.0164618930826,528.2402975765481,153.027102668939,1287.857201379633,303.7116397469152,112.54987936026419,126.59790721291576,245.02963556770024,169.1207734207717,194.25174619807154,1101.8700852295653,438.0186384573148
Sde-CMat_153 ,Matnog,76.04818208905458,149.70322577927305,135.22131533578573,90.18803337660712,107.56531465756048,143.71418273239422,190.0358915491492,222.81792354810688,120.74911337119622,145.46802178850172,310.80222584029224,270.1491989919644,1265.1204003439393,414.0817568193267,457.758843832099,527.445867249645,708.7713896822656,624.9066987434605,335.70037735940963,274.7314399799193,606.28379645406994,186.8665679609116,808.073798532436,533.5556995143901,431.56963636230256,396.79220985978293,131.75243973832136,1032.7261788018836,298.99195104485665,104.3622689460133,99.85905324486116,229.81247647595194,143.7033067295252,149.38938830331966,904.8332417298781,360.290216189241
Sde-AMat_045 ,Matnog,88.58577467347678,163.06745113927548,149.59758070784432,93.23464524612086,119.30987077396408,177.39722658669163,213.4016470976735,235.3100622333435,137.18752449056728,148.09789327958043,357.2456203912652,301.19068517299803,1569.744044497908,503.8075159862644,560.6370307188245,643.9438457089408,890.6323445159625,771.9670377551171,357.80157663823957,304.0167550242749,785.5358090185576,241.05197059771143,961.6707022874357,699.3831821229976,560.2585962794324,558.80443356874855,165.17221821810708,1319.8238391255177,265.6535922908065,94.16841589004251,130.32344385581584,239.70171098940867,153.2933452415988,198.388991101447,1112.1210687992022,457.62340535839076
Sde-CMat_174 ,Matnog,92.04264421777549,131.8485671570609,127.70210780633187,86.45818630829584,104.0180930874048,159.74243262953027,183.20775242311666,217.60807813847353,115.55750807013798,144.63328081523974,300.5845368881274,267.0915264342544,1273.425093194323,431.2544046936216,479.58331441205286,537.3444002967929,745.3524933613625,647.776918833822,347.1543509322763,289.8918816735646,639.8811763245112,191.48280803092996,799.2500012636847,555.84841931595,460.3261017255161,432.7021559401918,124.46416951673267,1080.6853799989756,271.94243944077584,100.414511093218,94.27181005268746,202.61162055676863,135.83595478679422,177.365098997097,898.8259080505525,374.6758968052389
Sde-AMat_041 ,Matnog,109.2198949317385,157.90907998877074,147.2368593716261,93.64383902879032,120.48198493505166,185.6637891382162,224.7703243750162,225.32849728636188,140.0684292403538,160.4032459244201,373.8612524806629,330.30069486218156,1648.8496053945523,549.6224209522843,602.6316133740828,720.0883588959482,957.6811461369647,835.634465513253,387.1634059800719,328.38174130333437,821.6123732622885,262.20447274453585,996.7639329684037,696.4975593684806,575.6231631816513,581.7262725505528,144.91448005634226,1402.830683755905,291.52702910028773,103.81616752702821,132.48469050180836,258.0721989816802,158.2706496750424,229.37120503727138,1169.5435932275548,479.65199014941044
Sde-CMat_156 ,Matnog,95.49722665470446,134.3612969473725,166.68825498111738,78.8410290126277,90.33557888766745,142.40702551952978,183.9287132561961,195.5925024641027,112.08101335574194,152.20435455695738,334.08050796097046,258.4547668784231,1211.0409713271513,392.2931726296801,397.1079320807883,449.058829035406,630.6121940353676,550.1499334029679,280.4985001233518,255.16116003187085,445.60449969084686,117.022286116107,825.1274181368353,462.22769117633993,342.8236810555682,296.3392897804137,158.251876665776,808.1911828519351,376.0877304903206,85.12728885739277,97.96891178741335,351.7964016702843,122.56049908938847,138.68197100636402,843.5803029688695,367.4612219138778
