sample_id,site,LM1-4,LM4-5,LM5-6,LM6-11,LM7-11,LM7-9,LM9-10,LM1-10,LM1-2,LM2-3,LM6-10,LM6-9,LM11-17,LM7-12,LM6-12,LM7-14,LM9-13,LM9-14,LM12-14,LM13-14,LM12-15,LM12-13,LM14-18,LM13-16,LM13-15,LM14-15,LM15-16,LM6-15,LM16-18,LM17-18,LM17-19,LM16-19,LM18-19,LM15-20,LM11-20,LM17-20,LM1-4_norm,LM4-5_norm,LM5-6_norm,LM6-11_norm,LM7-11_norm,LM7-9_norm,LM9-10_norm,LM1-10_norm,LM1-2_norm,LM2-3_norm,LM6-10_norm,LM6-9_norm,LM11-17_norm,LM7-12_norm,LM6-12_norm,LM7-14_norm,LM9-13_norm,LM9-14_norm,LM12-14_norm,LM13-14_norm,LM12-15_norm,LM12-13_norm,LM14-18_norm,LM13-16_norm,LM13-15_norm,LM14-15_norm,LM15-16_norm,LM6-15_norm,LM16-18_norm,LM17-18_norm,LM17-19_norm,LM16-19_norm,LM18-19_norm,LM15-20_norm,LM11-20_norm,LM17-20_norm,centroid_size
Sde-CTlk_009 ,Taluksangay,154.4237832733352,208.3404739398708,203.17569921823824,140.1184823449426,153.56917566243555,234.11290245607998,373.45406070385684,338.84222284494,201.65336965739004,192.21486701015093,507.0390219051981,420.4948581194543,2324.9118278204382,753.5973568645394,861.256887850849,1003.7206089678642,1276.7755772224655,1134.0981977707268,569.9521514030806,450.775661381457,1165.625680208977,361.73338691485196,1404.600227433685,988.891426193336,821.0322310453167,793.1148923388339,208.77907731963933,1978.1432975460827,432.4844876306662,163.0936008064385,164.1307561195037,345.9846834211163,228.8728635165165,281.105309379759,1681.851476719205,643.2233702882693,0.025271783896474442,0.03409536615857945,0.03325013967939106,0.02293069066605883,0.02513192552491318,0.03831307945469864,0.061116559362254526,0.05545225773662924,0.033001007176188014,0.03145637594030431,0.0829780252565573,0.06881488692168615,0.38047681545942835,0.12332782647816065,0.14094654001962334,0.16426103404923884,0.20894706623493337,0.18559760655981716,0.09327389406134609,0.07377040543073908,0.1907571467944264,0.05919844591600826,0.22986584486026038,0.16183420642919627,0.13436368851481376,0.1297949560579349,0.03416714454397332,0.3237274004831099,0.07077701554969561,0.02669061816198803,0.02686035085719386,0.05662113675477064,0.03745553582454834,0.046003487806165755,0.2752386074519478,0.10526488644766915,6110.52167531704
Sde-CTlk_001 ,Taluksangay,156.0639150063845,203.31068066385498,177.814376696852,117.75733056561701,154.45495208056613,224.95284794107408,335.8511171914276,281.81984075158726,183.04928919184582,179.05676185458623,492.64253769665487,397.3885473059962,2056.292702386321,659.7363461334916,730.3259620857663,933.5059568131313,1140.767984802256,1076.4711590163854,540.2807696150307,422.691007049878,1044.5772620028113,303.0977267245829,1199.8245051538538,921.4772233864494,766.5288144966502,647.2734231674895,196.45106842987676,1732.6029785639669,399.3749689384775,147.330679510956,158.67014344939005,325.8643190056865,199.73731117748133,265.68046953240633,1486.234861737636,570.0713944488091,0.02568227224385476,0.03345731939813847,0.029261583185408852,0.019378443903397234,0.02541749723875864,0.0370188091373767,0.05526850857714387,0.046376985183320334,0.030123053614775488,0.029466033226607354,0.08107050096437333,0.06539526358854342,0.33838872357890587,0.10856788034487777,0.12018428593358357,0.15362009932375575,0.18772766242322295,0.17714681428686244,0.08890996879582924,0.06955910030605088,0.17189827399497903,0.04987852787055728,0.19744615265450055,0.15164062055314972,0.12614191881484493,0.10651695024643726,0.03232848427393248,0.28512152462773405,0.065722154152287,0.024245108940895745,0.026111159782657104,0.053625055829978424,0.03286927668516938,0.043721049469554074,0.24457856472389722,0.09381238930260902,6076.7175709589865
Sde-CTlk_006 ,Taluksangay,160.19816404511664,216.5596874342268,187.1367607940781,121.71837558187342,171.28181220158785,279.05307238946494,299.4741328857136,295.46316084962285,189.6531238862627,193.80673144248624,516.849653348631,416.42661497110146,2246.6381520105388,744.5354139003599,820.6388606842172,980.2401805926188,1301.314393465042,1185.3704831152368,604.6367586974927,493.3186987850349,1170.2641759440514,327.6963106079926,1334.711034960096,999.673680662845,858.946276149469,798.0207283118904,175.92219538261796,1933.7402993937785,405.0003156458154,141.54095273202753,181.95697094162128,335.6080731351528,226.69942379335674,304.09309629361866,1652.3988074719398,594.2825965427896,0.026192261107444912,0.03540732137870485,0.03059669835004809,0.01990084901295508,0.02800442798381177,0.04562493570651127,0.04896376141526307,0.048307970960421394,0.031008121536727527,0.03168723277560429,0.08450447078773747,0.06808539096828059,0.3673233925130075,0.12173089548720238,0.1341737431391764,0.16026842074706957,0.21276377653687403,0.19380704758931244,0.09885758649833072,0.08065718009179942,0.19133717944721862,0.053578063035564186,0.21822409850350924,0.16344578118128503,0.14043697239775063,0.13047569808110762,0.02876312661585044,0.3161648645451782,0.06621720092251061,0.023141823212840956,0.029749807194297807,0.05487162935804162,0.03706515949352986,0.04971895793294295,0.2701657742266426,0.09716468995159858,6116.240342441522
Sde-ASac_016 ,Taluksangay,71.1050869786403,98.53248386928038,140.64113120922346,74.37101103716417,87.16868883521192,95.37979990904782,158.0724257194151,170.3762010398459,83.67764810419806,116.96510723912495,265.0876781880478,224.50560757907584,991.7155894862701,404.03291738570016,412.2519516364962,466.1301351996029,625.3263888487835,527.3792101981363,256.80976196476644,235.12607089723164,434.2342213300675,149.58916419156174,595.697175267308,377.9727600504565,301.8377685018229,297.0828461413584,102.25576182298964,820.1153181775414,208.49456910432934,78.9582868491964,75.77787873779513,159.02265243341904,108.1063553217848,115.13396213107585,717.6987615328454,274.10861706659284,0.023749556021506336,0.032910482850468936,0.04697504168140387,0.02484039564614807,0.029114902277455973,0.031857466146415964,0.05279720607340485,0.05690674610302857,0.027948872237446593,0.039067097516828235,0.08854098815221607,0.07498631576026711,0.33123938034110734,0.13494959100277606,0.13769480126376057,0.15569046083244076,0.20886303265688558,0.1761480455110177,0.08577611093400504,0.07853361876299973,0.14503702061473558,0.049963742203775315,0.1989666849027817,0.1262453309721462,0.10081575449860426,0.09922757987177781,0.034154081615376156,0.2739237869015468,0.06963852601165585,0.02637257524838507,0.025310298499667115,0.05311458790269855,0.03610821744394826,0.03845548328253044,0.23971599878234157,0.09155403971246447,2993.954367578548
Sde-CTlk_040 ,Taluksangay,152.89090353909225,201.4236825894115,202.02206870102083,130.09556226255378,182.62378100962096,240.2887355111138,327.12034363900386,327.21973121553964,192.82124006654456,201.70413348360017,500.6061140108158,428.5763672635368,2108.993799024855,682.77084215356615,766.147566856601,908.8786459145906,1208.5549619270942,1072.3267738122786,561.1720026061616,467.99083353746363,1098.2309768525745,333.59028416481203,1282.9526778144584,929.4834599688637,793.5868155976634,725.457483703387,175.97476202572375,1816.307090259918,427.4073858738168,165.6842404432297,152.40775443119696,319.5585602210649,220.9850876864998,270.8138912437099,1548.6505761608719,560.3481530109741,0.024907973361959747,0.03281461227758458,0.032912097379596036,0.02119430734161586,0.029751856829631083,0.03914624928460508,0.05329227976883603,0.0533084713345313,0.03141315931833398,0.03286030147975483,0.08155543242915952,0.06982082316385944,0.3435833012342551,0.11123250340616582,0.1248156871655557,0.14806848921464014,0.19688976977265016,0.17469637564541696,0.09142242585294141,0.0762419669552938,0.17891651683338183,0.05434631962693059,0.20901015288647815,0.15142528904845592,0.12928590783201818,0.11818672832094372,0.02866864269523537,0.29590072119473887,0.06963038045836305,0.02699217907624775,0.024829261909343904,0.05206036409836075,0.03600142683490846,0.04411920547923422,0.2522958946876509,0.09128820973349815,6138.231373436111
Sde-ASac_020 ,Taluksangay,73.41487745029681,100.6714316856575,121.16441549270974,68.13925609881574,72.83391618284713,100.13004532047314,156.47982083994088,168.5516456022785,89.41421286669194,101.94626885791358,247.70773408783586,203.98931605231192,970.2461577274553,330.2422884257557,344.4473192777235,355.0774024993001,550.522406205088,423.18425554149576,205.39575424942456,199.6340690419599,488.5297275042737,148.36888987385458,660.8569668485459,417.87552873696745,345.9266883341035,400.2298748573998,86.52154555369447,815.8319801427068,189.45695886773333,64.01171082083339,74.65862408248627,162.32963888794305,86.0926418972028,121.96452500772499,689.317276243741,280.9288821267048,0.026352091254010286,0.03613576493740484,0.043491671507105346,0.024458419833391816,0.02614355662361137,0.035941435621678966,0.05616805014728839,0.06050120221111786,0.032095013690703104,0.03659336463196322,0.0889140871674965,0.07322146761183398,0.3482674925746047,0.11853966420390061,0.12363852539222742,0.12745416784538494,0.1976086753739469,0.15190095668061104,0.07372630517338313,0.07165816231682408,0.17535655451042848,0.05325665125381492,0.23721299688924186,0.14999540213834195,0.12416954130788399,0.1436615377034955,0.03105669781186492,0.29284090003713,0.06800511343453311,0.022976847520013114,0.02679853107501951,0.05826782807206494,0.030902743890158804,0.043778868866620906,0.24742875555215466,0.10083873725324995,2785.9222534805267
Sde-CTlk_092 ,Taluksangay,137.4207460935211,181.16004021508166,181.99182309447315,113.81445247810137,134.88279061307264,203.43455029893522,270.76317808071684,289.2137082620048,167.00582919293566,182.0921628359112,445.59407894275256,356.0340131711716,1841.9810753547715,591.3393966914432,655.5503500912802,796.6586550738591,1011.8255843932097,940.4896486943065,434.0942113226229,323.01273045680415,911.935076865941,262.071644909727,1113.3514039714553,816.1376781608664,661.3105988633479,599.3766357112695,177.5832518741844,1535.1967010516958,373.1626705279617,137.02661073926478,152.43327885012485,311.1705906146818,191.52012522001434,223.51351523621554,1313.941005671339,528.1238119693243,0.025317903748202916,0.03337627390019132,0.03352951858469846,0.020968765160348957,0.024850319963382758,0.037480049482646605,0.049884433581374,0.05328369286727002,0.0307685529957613,0.03354800481758588,0.08209464962272987,0.06559442538915972,0.3393599649073808,0.10894624249649734,0.1207762374861262,0.14677352381427422,0.18641510458837637,0.17327242849939847,0.07997595539496477,0.05951070308979456,0.16801163694009702,0.04828313678665511,0.2051198562442155,0.15036226893206195,0.12183748499148953,0.11042699449130008,0.03271729928742868,0.2828391157571947,0.0687501475826634,0.025245289668840876,0.028083758760296732,0.05732894985952486,0.03528497868046941,0.04117932572802257,0.24207576263459313,0.09729963065019162,5427.8090105811125
Sde-CTlk_089 ,Taluksangay,145.79924313510682,213.1906446561152,206.00747640813915,120.46923061300753,157.59844846958364,246.95961983451872,302.9996770979137,303.1377355041929,177.97758314091132,199.97578617175128,518.2029569084298,424.44131018325714,2281.188784968574,768.2980575724306,814.8071366035646,1018.5459295827656,1311.6253121949196,1189.8736086152219,560.4352572485515,452.5644153519033,1175.9155564869445,344.1577900785627,1342.3292078154896,1016.195127510775,853.6098078432325,798.0821244077893,194.39463689988975,1945.7351066425515,390.6550440452675,144.45701885695973,168.287729583146,327.3240544329733,215.00738026563187,356.5117553322611,1582.376785463892,698.8883885853018,0.022590087284436653,0.033031689105163284,0.031918731354414163,0.01866546338731633,0.024418252319188063,0.038263843129990496,0.046946671365469136,0.04696806209001019,0.027575788813255984,0.030984183232059218,0.08029019750649076,0.0657627984754038,0.353446647984071,0.1190398510158331,0.12624595258563676,0.15781317486786064,0.20322279903403148,0.1843586297026067,0.0868336563776855,0.07012018323823412,0.18219597364816947,0.05332369599675605,0.20798005062962566,0.1574489423598394,0.1322580258400989,0.12365458463878316,0.030119441780130075,0.3014715642297061,0.06052796539492525,0.022382123491575704,0.026074446056349582,0.050715482473969724,0.03331317352928814,0.055237815352858155,0.24517294419266,0.1082855394907032,6454.1248247214435
Sde-CTlk_004 ,Taluksangay,127.2206986012103,199.07323172028933,189.49648659539838,119.11748868650645,162.6913333407775,218.5992154557056,295.25384502004374,310.23980210284105,177.46802833471162,183.57751622410078,462.287455060431,379.3624762813133,2110.694326297347,673.5024342386373,758.7046576889652,904.2818440880586,1156.9050781148685,1057.08575335011,525.8656800477571,421.14575908305187,1046.3425767892656,309.01976141051256,1279.7997528305123,911.5452208504247,755.4211946089478,698.3675638563764,188.4230885378965,1763.854247181419,416.7672684763645,145.58059725969648,149.78070313214576,331.6642828343747,197.0811851062653,271.8830532101808,1496.246540601227,614.7347079643464,0.021864397949936474,0.034213114747594336,0.03256723661001164,0.020471764454012012,0.027960450573525513,0.03756888848134325,0.050742902961119975,0.05331841883960166,0.03050000226035406,0.031549990791722264,0.07944962569643113,0.06519797674345629,0.36274805285811584,0.11574944489657436,0.13039246557025314,0.15541164539600813,0.19882796821841367,0.18167282393963619,0.0903763037241233,0.0723789334028411,0.17982648061535503,0.053108740261308324,0.21994888724695663,0.15665994352468374,0.12982816318687712,0.12002281467850878,0.03238276032159353,0.3031394388655972,0.07162643744819491,0.02501976602292572,0.025741604428443032,0.0570004719782451,0.033870757722497556,0.0467263529959471,0.2571478552988372,0.10564950858116562,5818.623448608606
Sde-ASac_049 ,Taluksangay,65.56688846544421,114.4831317318844,108.53287365236395,73.63126521559981,81.97201955673654,98.79436861000733,158.90517372839062,151.17334342297255,78.614794126551,103.40561966667964,249.6269478395712,205.46216426975062,940.3876121052213,314.2697552262069,349.00740657928736,617.4765570603796,564.3968021639384,690.8159963906236,379.16252288099366,238.04307934878096,522.6506624538899,172.01636825782018,396.7954528920914,406.3209828960596,358.98867322000564,170.16956160809124,58.203384461386726,863.3354143106432,181.43336806500068,88.98046835823013,72.02743889963054,112.52020075950827,118.0308568997531,146.01100220750487,692.2137629346877,248.18060340332806,0.02212607520003518,0.03863325591804179,0.03662529335022109,0.024847464160095378,0.02766211896675551,0.03333895629891102,0.053623832179287255,0.05101466369843502,0.026529196174927362,0.0348950601500179,0.08423862637258658,0.06933486404178543,0.3173413823592929,0.10605286296140838,0.1177753635116052,0.20837244309644568,0.19046025180713258,0.2331214282584397,0.12795145065822958,0.08032955654583061,0.17637268034913187,0.0580483104931139,0.13390182507058446,0.13711629197790262,0.12114362242174896,0.05742509069775388,0.019641201399513097,0.29133949691631755,0.06122615301041141,0.030027176526245616,0.024306240037592845,0.03797084903365589,0.03983046438241311,0.04927259002962157,0.23359311584938516,0.0837505457802258,2963.3311770241094
